# Time,m_true,EnvelopeFactor(1+mu*m),Carrier,RF_in,RLC_out,RF_amp,Rectified,Envelope,m_hat,m_hat_norm
0.0145,0.09098020390356992,1.0727841631228558,0.7901550123756904,0.8476657836887849,0.022198944344362863,0.11099472172181432,0.09099472172181432,0.0019190736762269179,-0.22314446861519352,-0.9764661022488407
0.015,0.09410831331851431,1.0752866506548115,0.8090169943749475,0.8699251742042597,0.02344957566348412,0.11724787831742059,0.09724787831742059,0.002157395687829902,-0.22290614660359054,-0.9754232201769961
0.0155,0.09723549392239932,1.0777883951379195,0.8270805742745618,0.8914178447971288,0.024705035250666252,0.12352517625333126,0.10352517625333126,0.0024108151392436554,-0.2226527271521768,-0.9743142726619997
0.016,0.1003617148512149,1.0802893718809718,0.8443279255020151,0.9121184843021358,0.025962036773326907,0.12981018386663454,0.10981018386663453,0.0026793135610621325,-0.22238422873035832,-0.9731393405248058
0.0165,0.10348694525042253,1.082789556200338,0.8607420270039436,0.9320024774225795,0.027217251503299313,0.13608625751649656,0.11608625751649655,0.0029628309209507185,-0.22210071137046972,-0.9718986864631193
0.017,0.10661115427525991,1.0852889234202079,0.8763066800438637,0.9510459333707414,0.028467314493278485,0.14233657246639242,0.12233657246639242,0.003261265274814323,-0.22180227701660613,-0.9705927565778625
0.0175,0.10973431109104528,1.0877874488728363,0.8910065241883678,0.9692257138759177,0.029708830845894464,0.1485441542294723,0.12854415422947232,0.003574472497200968,-0.22148906979421948,-0.969222181552911
0.018000000000000002,0.1128563848734817,1.0902851078987854,0.9048270524660196,0.9865194605276542,0.03093838206507514,0.15469191032537571,0.13469191032537572,0.003902266091771405,-0.22116127619964904,-0.9677877774844672
0.0185,0.11597734480896137,1.092781875847169,0.917754625683981,1.0029056214223573,0.03215253247920373,0.16076266239601866,0.14076266239601867,0.004244417082532023,-0.2208191252088884,-0.9662905463570188
0.019,0.11909716009486973,1.0952777280758959,0.9297764858882513,1.0183634770820742,0.03334783572543493,0.16673917862717463,0.14673917862717464,0.00460065398639363,-0.2204628883050268,-0.9647316761634188
0.0195,0.12221579993988943,1.0977726399519114,0.9408807689542255,1.0328731656148644,0.03452084128440919,0.17260420642204594,0.15260420642204595,0.004970662867482761,-0.22009287942393768,-0.9631125406672233
0.02,0.12533323356430426,1.1002665868514434,0.9510565162951535,1.0464157070868927,0.03566810105449703,0.17834050527248516,0.15834050527248517,0.005354087473495267,-0.21970945481792517,-0.9614346988060164
0.0205,0.12844943020030286,1.1027595441602422,0.9602936856769431,1.0589730270770648,0.036786175954614524,0.18393087977307263,0.16393087977307264,0.005750529454244211,-0.21931301283717625,-0.959699893735059
0.021,0.1315643590922825,1.105251487273826,0.9685831611286311,1.0705279793858034,0.03787164254457749,0.18935821272288744,0.16935821272288745,0.006159548662415819,-0.21890399362900462,-0.9579100515111991
0.021500000000000002,0.1346779894971526,1.107742391597722,0.9759167619387474,1.0810643678703329,0.038921099651906065,0.19460549825953033,0.17460549825953034,0.0065806635364086055,-0.21848287875501185,-0.9560672794175926
0.022,0.13779029068463805,1.1102322325477105,0.9822872507286886,1.0905669673796647,0.039931174993952136,0.19965587496976067,0.17965587496976068,0.007013351564991986,-0.21805019072642845,-0.9541738639303857
0.0225,0.14090123193758267,1.1127209855500662,0.9876883405951378,1.099021543763331,0.04089853178420102,0.2044926589210051,0.1844926589210051,0.007457049833382018,-0.21760649245803843,-0.952232268329123
0.023,0.14401078255225216,1.1152086260418017,0.9921147013144779,1.1064148729287913,0.04181987531159504,0.2090993765579752,0.1890993765579752,0.007911155650193501,-0.21715238664122694,-0.9502451299532437
0.0235,0.14711891183863737,1.1176951294709099,0.99556196460308,1.112734758923353,0.04269195948174035,0.21345979740870175,0.19345979740870176,0.008375027254589771,-0.21668851503683068,-0.9482152571076397
