Zeit;Kanal A;Kanal B;(A-B)/1000
(s);(V);(V);(mA)

2,85802293;0,00000000;0,56757500;-0,56757500
2,85868960;0,00000000;0,56757500;-0,56757500
2,85935627;0,00000000;0,56757500;-0,56757500
2,86002294;0,00000000;0,56757500;-0,56757500
2,86068961;0,00000000;0,56757500;-0,56757500
2,86135629;0,00000000;0,59910180;-0,59910180
2,86202296;0,00000000;0,56757500;-0,56757500
2,86268963;0,00000000;0,56757500;-0,56757500
2,86335630;0,00000000;0,56757500;-0,56757500
2,86402297;0,00000000;0,56757500;-0,56757500
2,86468965;0,00000000;0,56757500;-0,56757500
2,86535632;0,00000000;0,56757500;-0,56757500
2,86602299;0,00000000;0,56757500;-0,56757500
2,86668966;0,00000000;0,56757500;-0,56757500
2,86735633;0,00000000;0,56757500;-0,56757500
2,86802301;0,00000000;0,56757500;-0,56757500
2,86868968;0,00000000;0,55705580;-0,55705580
2,86935635;0,00000000;0,56757500;-0,56757500
2,87002302;0,00000000;0,56757500;-0,56757500
2,87068970;0,00000000;0,56757500;-0,56757500
2,87135637;0,00000000;0,56757500;-0,56757500
2,87202304;0,00000000;0,56757500;-0,56757500
2,87268971;0,00000000;0,56757500;-0,56757500
2,87335638;0,00000000;0,56757500;-0,56757500
2,87402306;0,00000000;0,56757500;-0,56757500
2,87468973;0,00000000;0,56757500;-0,56757500
2,87535640;0,00000000;0,56757500;-0,56757500
2,87602307;0,00000000;0,56757500;-0,56757500
2,87668974;0,00000000;0,56757500;-0,56757500
2,87735642;0,00000000;0,56757500;-0,56757500
2,87802309;0,00000000;0,56757500;-0,56757500
2,87868976;0,00000000;0,56757500;-0,56757500
2,87935643;0,00000000;0,56757500;-0,56757500
2,88002310;0,00000000;0,56757500;-0,56757500
2,88068978;0,00000000;0,56757500;-0,56757500
2,88135645;0,00000000;0,56757500;-0,56757500
2,88202312;0,00000000;0,56757500;-0,56757500
2,88268979;0,00000000;0,56757500;-0,56757500
2,88335646;0,00000000;0,56757500;-0,56757500
2,88402314;0,00000000;0,56757500;-0,56757500
2,88468981;0,00000000;0,56757500;-0,56757500
2,88535648;0,00000000;0,56757500;-0,56757500
2,88602315;0,00000000;0,56757500;-0,56757500
2,88668982;0,00000000;0,56757500;-0,56757500
2,88735650;0,00000000;0,56757500;-0,56757500
2,88802317;0,00000000;0,56757500;-0,56757500
2,88868984;0,00000000;0,56757500;-0,56757500
2,88935651;0,00000000;0,56757500;-0,56757500
2,89002318;0,00000000;0,57806350;-0,57806350
2,89068986;0,00000000;0,56757500;-0,56757500
2,89135653;0,00000000;0,56757500;-0,56757500
2,89202320;0,00000000;0,56757500;-0,56757500
2,89268987;0,00000000;0,56757500;-0,56757500
2,89335654;0,00000000;0,56757500;-0,56757500
2,89402322;0,00000000;0,57806350;-0,57806350
2,89468989;0,00000000;0,55705580;-0,55705580
2,89535656;0,00000000;0,56757500;-0,56757500
2,89602323;0,00000000;0,56757500;-0,56757500
2,89668990;0,00000000;0,56757500;-0,56757500
2,89735658;0,00000000;0,56757500;-0,56757500
2,89802325;0,00000000;0,56757500;-0,56757500
2,89868992;0,00000000;0,56757500;-0,56757500
2,89935659;0,00000000;0,56757500;-0,56757500
2,90002326;0,00000000;0,56757500;-0,56757500
2,90068994;0,00000000;0,56757500;-0,56757500
2,90135661;0,00000000;0,56757500;-0,56757500
2,90202328;0,00000000;0,56757500;-0,56757500
2,90268995;0,00000000;0,56757500;-0,56757500
2,90335662;0,00000000;0,55705580;-0,55705580
2,90402330;0,00000000;0,56757500;-0,56757500
2,90468997;0,00000000;0,56757500;-0,56757500
2,90535664;0,00000000;0,56757500;-0,56757500
2,90602331;0,00000000;0,56757500;-0,56757500
2,90668998;0,00000000;0,56757500;-0,56757500
2,90735666;0,00000000;0,56757500;-0,56757500
2,90802333;0,00000000;0,56757500;-0,56757500
2,90869000;0,00000000;0,56757500;-0,56757500
2,90935667;0,00000000;0,56757500;-0,56757500
2,91002334;0,00000000;0,56757500;-0,56757500
2,91069002;0,00000000;0,56757500;-0,56757500
2,91135669;0,00000000;0,55705580;-0,55705580
2,91202336;0,00000000;0,56757500;-0,56757500
2,91269003;0,00000000;0,56757500;-0,56757500
2,91335670;0,00000000;0,57806350;-0,57806350
2,91402338;0,00000000;0,56757500;-0,56757500
2,91469005;0,00000000;0,56757500;-0,56757500
2,91535672;0,00000000;0,56757500;-0,56757500
2,91602339;0,00000000;0,56757500;-0,56757500
2,91669006;0,00000000;0,56757500;-0,56757500
2,91735674;0,00000000;0,56757500;-0,56757500
2,91802341;0,00000000;0,56757500;-0,56757500
2,91869008;0,00000000;0,56757500;-0,56757500
2,91935675;0,00000000;0,56757500;-0,56757500
2,92002342;0,00000000;0,56757500;-0,56757500
2,92069010;0,00000000;0,56757500;-0,56757500
2,92135677;0,00000000;0,56757500;-0,56757500
2,92202344;0,00000000;0,56757500;-0,56757500
2,92269011;0,00000000;0,55705580;-0,55705580
2,92335678;0,00000000;0,56757500;-0,56757500
2,92402346;0,00000000;0,56757500;-0,56757500
2,92469013;0,00000000;0,56757500;-0,56757500
2,92535680;0,00000000;0,56757500;-0,56757500
2,92602347;0,00000000;0,55705580;-0,55705580
2,92669014;0,00000000;0,56757500;-0,56757500
2,92735682;0,00000000;0,56757500;-0,56757500
2,92802349;0,00000000;0,56757500;-0,56757500
2,92869016;0,00000000;0,56757500;-0,56757500
2,92935683;0,00000000;0,55705580;-0,55705580
2,93002350;0,00000000;0,56757500;-0,56757500
2,93069018;0,00000000;0,56757500;-0,56757500
2,93135685;0,00000000;0,56757500;-0,56757500
2,93202352;0,00000000;0,56757500;-0,56757500
2,93269019;0,10549950;0,56757500;-0,46207550
2,93335686;0,00000000;0,56757500;-0,56757500
2,93402354;0,00000000;0,56757500;-0,56757500
2,93469021;0,10549950;0,56757500;-0,46207550
2,93535688;0,00000000;0,56757500;-0,56757500
2,93602355;0,00000000;0,56757500;-0,56757500
2,93669022;0,00000000;0,56757500;-0,56757500
2,93735690;0,00000000;0,56757500;-0,56757500
2,93802357;0,00000000;0,56757500;-0,56757500
2,93869024;0,00000000;0,56757500;-0,56757500
2,93935691;0,00000000;0,56757500;-0,56757500
2,94002358;0,00000000;0,59910180;-0,59910180
2,94069026;0,00000000;0,56757500;-0,56757500
2,94135693;0,00000000;0,56757500;-0,56757500
2,94202360;0,00000000;0,55705580;-0,55705580
2,94269027;0,00000000;0,56757500;-0,56757500
2,94335694;0,00000000;0,56757500;-0,56757500
2,94402362;0,00000000;0,56757500;-0,56757500
2,94469029;0,00000000;0,56757500;-0,56757500
2,94535696;0,00000000;0,56757500;-0,56757500
2,94602363;0,00000000;0,56757500;-0,56757500
2,94669030;0,00000000;0,56757500;-0,56757500
2,94735698;0,00000000;0,56757500;-0,56757500
2,94802365;0,00000000;0,56757500;-0,56757500
2,94869032;0,00000000;0,56757500;-0,56757500
2,94935699;0,00000000;0,56757500;-0,56757500
2,95002366;0,00000000;0,55705580;-0,55705580
2,95069034;0,00000000;0,56757500;-0,56757500
2,95135701;0,00000000;0,56757500;-0,56757500
2,95202368;0,00000000;0,56757500;-0,56757500
2,95269035;0,00000000;0,56757500;-0,56757500
2,95335702;0,00000000;0,56757500;-0,56757500
2,95402370;0,00000000;0,56757500;-0,56757500
2,95469037;0,00000000;0,55705580;-0,55705580
2,95535704;0,00000000;0,56757500;-0,56757500
2,95602371;0,00000000;0,55705580;-0,55705580
2,95669038;0,00000000;0,56757500;-0,56757500
2,95735706;0,00000000;0,56757500;-0,56757500
2,95802373;0,00000000;0,56757500;-0,56757500
2,95869040;0,00000000;0,56757500;-0,56757500
2,95935707;0,00000000;0,56757500;-0,56757500
2,96002374;0,00000000;0,56757500;-0,56757500
2,96069042;0,00000000;0,55705580;-0,55705580
2,96135709;0,00000000;0,56757500;-0,56757500
2,96202376;0,00000000;0,56757500;-0,56757500
2,96269043;0,00000000;0,55705580;-0,55705580
2,96335711;0,00000000;0,56757500;-0,56757500
2,96402378;0,00000000;0,56757500;-0,56757500
2,96469045;0,00000000;0,56757500;-0,56757500
2,96535712;0,00000000;0,56757500;-0,56757500
2,96602379;0,00000000;0,56757500;-0,56757500
2,96669047;0,00000000;0,55705580;-0,55705580
2,96735714;0,10549950;0,57806350;-0,47256400
2,96802381;0,00000000;0,56757500;-0,56757500
2,96869048;0,00000000;0,56757500;-0,56757500
2,96935715;0,00000000;0,56757500;-0,56757500
2,97002383;0,00000000;0,56757500;-0,56757500
2,97069050;0,00000000;0,56757500;-0,56757500
2,97135717;0,00000000;0,56757500;-0,56757500
2,97202384;0,00000000;0,56757500;-0,56757500
2,97269051;0,00000000;0,56757500;-0,56757500
2,97335719;0,00000000;0,56757500;-0,56757500
2,97402386;0,00000000;0,54653670;-0,54653670
2,97469053;0,00000000;0,56757500;-0,56757500
2,97535720;0,00000000;0,56757500;-0,56757500
2,97602387;0,00000000;0,55705580;-0,55705580
2,97669055;0,00000000;0,56757500;-0,56757500
2,97735722;0,00000000;0,56757500;-0,56757500
2,97802389;0,00000000;0,56757500;-0,56757500
2,97869056;0,00000000;0,56757500;-0,56757500
2,97935723;0,00000000;0,56757500;-0,56757500
2,98002391;0,00000000;0,55705580;-0,55705580
2,98069058;0,00000000;0,56757500;-0,56757500
2,98135725;0,00000000;0,56757500;-0,56757500
2,98202392;0,00000000;0,56757500;-0,56757500
2,98269059;0,00000000;0,56757500;-0,56757500
2,98335727;0,00000000;0,56757500;-0,56757500
2,98402394;0,00000000;0,56757500;-0,56757500
2,98469061;0,00000000;0,56757500;-0,56757500
2,98535728;0,00000000;0,55705580;-0,55705580
2,98602395;0,00000000;0,56757500;-0,56757500
2,98669063;0,00000000;0,56757500;-0,56757500
2,98735730;0,00000000;0,56757500;-0,56757500
2,98802397;0,00000000;0,56757500;-0,56757500
2,98869064;0,00000000;0,56757500;-0,56757500
2,98935731;0,00000000;0,56757500;-0,56757500
2,99002399;0,00000000;0,56757500;-0,56757500
2,99069066;0,00000000;0,56757500;-0,56757500
2,99135733;0,00000000;0,56757500;-0,56757500
2,99202400;0,00000000;0,56757500;-0,56757500
2,99269067;0,00000000;0,56757500;-0,56757500
2,99335735;0,00000000;0,56757500;-0,56757500
2,99402402;0,00000000;0,56757500;-0,56757500
2,99469069;0,00000000;0,56757500;-0,56757500
2,99535736;0,00000000;0,56757500;-0,56757500
2,99602403;0,00000000;0,56757500;-0,56757500
2,99669071;0,00000000;0,56757500;-0,56757500
2,99735738;0,00000000;0,56757500;-0,56757500
2,99802405;0,00000000;0,56757500;-0,56757500
2,99869072;0,00000000;0,56757500;-0,56757500
2,99935739;0,00000000;0,56757500;-0,56757500
3,00002407;0,10549950;0,56757500;-0,46207550
3,00069074;0,00000000;0,56757500;-0,56757500
3,00135741;0,00000000;0,56757500;-0,56757500
3,00202408;0,00000000;0,58858270;-0,58858270
3,00269075;0,00000000;0,56757500;-0,56757500
3,00335743;0,00000000;0,56757500;-0,56757500
3,00402410;0,00000000;0,57806350;-0,57806350
3,00469077;0,00000000;0,56757500;-0,56757500
3,00535744;0,00000000;0,56757500;-0,56757500
3,00602411;0,00000000;0,55705580;-0,55705580
3,00669079;-0,10549950;0,56757500;-0,67307450
3,00735746;0,00000000;0,56757500;-0,56757500
3,00802413;0,00000000;0,56757500;-0,56757500
3,00869080;0,00000000;0,56757500;-0,56757500
3,00935747;0,00000000;0,56757500;-0,56757500
3,01002415;0,00000000;0,56757500;-0,56757500
3,01069082;0,00000000;0,56757500;-0,56757500
3,01135749;0,00000000;0,56757500;-0,56757500
3,01202416;0,00000000;0,56757500;-0,56757500
3,01269083;0,00000000;0,55705580;-0,55705580
3,01335751;0,00000000;0,56757500;-0,56757500
3,01402418;0,00000000;0,56757500;-0,56757500
3,01469085;0,00000000;0,56757500;-0,56757500
3,01535752;0,00000000;0,56757500;-0,56757500
3,01602419;0,00000000;0,56757500;-0,56757500
3,01669087;0,00000000;0,56757500;-0,56757500
3,01735754;0,00000000;0,56757500;-0,56757500
3,01802421;0,00000000;0,56757500;-0,56757500
3,01869088;0,00000000;0,56757500;-0,56757500
3,01935755;0,00000000;0,56757500;-0,56757500
3,02002423;0,00000000;0,56757500;-0,56757500
3,02069090;0,00000000;0,56757500;-0,56757500
3,02135757;0,00000000;0,56757500;-0,56757500
3,02202424;0,00000000;0,56757500;-0,56757500
3,02269091;0,00000000;0,55705580;-0,55705580
3,02335759;0,00000000;0,56757500;-0,56757500
3,02402426;0,00000000;0,55705580;-0,55705580
3,02469093;0,00000000;0,55705580;-0,55705580
3,02535760;0,00000000;0,56757500;-0,56757500
3,02602427;0,00000000;0,56757500;-0,56757500
3,02669095;0,00000000;0,55705580;-0,55705580
3,02735762;0,00000000;0,56757500;-0,56757500
3,02802429;0,00000000;0,55705580;-0,55705580
3,02869096;0,00000000;0,56757500;-0,56757500
3,02935763;0,00000000;0,56757500;-0,56757500
3,03002431;0,00000000;0,56757500;-0,56757500
3,03069098;0,00000000;0,56757500;-0,56757500
3,03135765;0,00000000;0,56757500;-0,56757500
3,03202432;0,00000000;0,56757500;-0,56757500
3,03269099;0,00000000;0,56757500;-0,56757500
3,03335767;0,00000000;0,55705580;-0,55705580
3,03402434;0,00000000;0,56757500;-0,56757500
3,03469101;0,00000000;0,56757500;-0,56757500
3,03535768;0,00000000;0,56757500;-0,56757500
3,03602435;0,00000000;0,56757500;-0,56757500
3,03669103;0,00000000;0,56757500;-0,56757500
3,03735770;0,00000000;0,56757500;-0,56757500
3,03802437;0,00000000;0,56757500;-0,56757500
3,03869104;0,00000000;0,56757500;-0,56757500
3,03935771;0,00000000;0,56757500;-0,56757500
3,04002439;0,00000000;0,56757500;-0,56757500
3,04069106;0,00000000;0,56757500;-0,56757500
3,04135773;0,00000000;0,56757500;-0,56757500
3,04202440;0,00000000;0,56757500;-0,56757500
3,04269107;0,00000000;0,56757500;-0,56757500
3,04335775;0,00000000;0,56757500;-0,56757500
3,04402442;0,00000000;0,56757500;-0,56757500
3,04469109;0,00000000;0,53604820;-0,53604820
3,04535776;0,00000000;0,56757500;-0,56757500
3,04602443;0,00000000;0,56757500;-0,56757500
3,04669111;0,00000000;0,56757500;-0,56757500
3,04735778;0,00000000;0,56757500;-0,56757500
3,04802445;0,00000000;0,56757500;-0,56757500
3,04869112;0,00000000;0,56757500;-0,56757500
3,04935779;0,00000000;0,56757500;-0,56757500
3,05002447;0,00000000;0,56757500;-0,56757500
3,05069114;0,00000000;0,56757500;-0,56757500
3,05135781;0,00000000;0,56757500;-0,56757500
3,05202448;0,00000000;0,56757500;-0,56757500
3,05269115;0,00000000;0,56757500;-0,56757500
3,05335783;0,00000000;0,56757500;-0,56757500
3,05402450;0,00000000;0,56757500;-0,56757500
3,05469117;0,00000000;0,56757500;-0,56757500
3,05535784;0,00000000;0,56757500;-0,56757500
3,05602452;0,00000000;0,56757500;-0,56757500
3,05669119;0,00000000;0,56757500;-0,56757500
3,05735786;0,00000000;0,56757500;-0,56757500
3,05802453;0,00000000;0,56757500;-0,56757500
3,05869120;0,00000000;0,55705580;-0,55705580
3,05935788;0,00000000;0,56757500;-0,56757500
3,06002455;0,00000000;0,56757500;-0,56757500
3,06069122;0,00000000;0,56757500;-0,56757500
3,06135789;0,00000000;0,55705580;-0,55705580
3,06202456;0,00000000;0,56757500;-0,56757500
3,06269124;0,00000000;0,56757500;-0,56757500
3,06335791;0,00000000;0,56757500;-0,56757500
3,06402458;0,00000000;0,56757500;-0,56757500
3,06469125;0,00000000;0,56757500;-0,56757500
3,06535792;0,00000000;0,56757500;-0,56757500
3,06602460;0,00000000;0,56757500;-0,56757500
3,06669127;0,00000000;0,57806350;-0,57806350
3,06735794;0,00000000;0,56757500;-0,56757500
3,06802461;0,00000000;0,56757500;-0,56757500
3,06869128;0,00000000;0,56757500;-0,56757500
3,06935796;0,00000000;0,55705580;-0,55705580
3,07002463;0,00000000;0,56757500;-0,56757500
3,07069130;0,00000000;0,56757500;-0,56757500
3,07135797;0,00000000;0,55705580;-0,55705580
3,07202464;0,00000000;0,56757500;-0,56757500
3,07269132;0,00000000;0,56757500;-0,56757500
3,07335799;0,00000000;0,56757500;-0,56757500
3,07402466;0,00000000;0,55705580;-0,55705580
3,07469133;0,00000000;0,57806350;-0,57806350
3,07535800;0,00000000;0,56757500;-0,56757500
3,07602468;0,00000000;0,56757500;-0,56757500
3,07669135;0,00000000;0,56757500;-0,56757500
3,07735802;0,00000000;0,56757500;-0,56757500
3,07802469;0,00000000;0,56757500;-0,56757500
3,07869136;0,00000000;0,56757500;-0,56757500
3,07935804;0,00000000;0,56757500;-0,56757500
3,08002471;0,00000000;0,56757500;-0,56757500
3,08069138;0,00000000;0,56757500;-0,56757500
3,08135805;0,00000000;0,56757500;-0,56757500
3,08202472;0,00000000;0,56757500;-0,56757500
3,08269140;0,00000000;0,55705580;-0,55705580
3,08335807;0,00000000;0,56757500;-0,56757500
3,08402474;0,00000000;0,56757500;-0,56757500
3,08469141;0,00000000;0,56757500;-0,56757500
3,08535808;0,00000000;0,56757500;-0,56757500
3,08602476;0,00000000;0,56757500;-0,56757500
3,08669143;0,00000000;0,56757500;-0,56757500
3,08735810;0,00000000;0,56757500;-0,56757500
3,08802477;0,00000000;0,56757500;-0,56757500
3,08869144;0,00000000;0,56757500;-0,56757500
3,08935812;0,00000000;0,56757500;-0,56757500
3,09002479;0,00000000;0,56757500;-0,56757500
3,09069146;0,00000000;0,56757500;-0,56757500
3,09135813;0,00000000;0,56757500;-0,56757500
3,09202480;0,00000000;0,56757500;-0,56757500
3,09269148;0,00000000;0,56757500;-0,56757500
3,09335815;0,00000000;0,56757500;-0,56757500
3,09402482;0,00000000;0,56757500;-0,56757500
3,09469149;0,00000000;0,56757500;-0,56757500
3,09535816;0,00000000;0,56757500;-0,56757500
3,09602484;0,00000000;0,56757500;-0,56757500
3,09669151;0,00000000;0,56757500;-0,56757500
3,09735818;0,00000000;0,56757500;-0,56757500
3,09802485;0,00000000;0,55705580;-0,55705580
3,09869152;0,00000000;0,56757500;-0,56757500
3,09935820;0,10549950;0,56757500;-0,46207550
3,10002487;0,00000000;0,56757500;-0,56757500
3,10069154;0,00000000;0,56757500;-0,56757500
3,10135821;0,00000000;0,56757500;-0,56757500
3,10202488;0,00000000;0,56757500;-0,56757500
3,10269156;0,00000000;0,56757500;-0,56757500
3,10335823;0,00000000;0,56757500;-0,56757500
3,10402490;0,00000000;0,56757500;-0,56757500
3,10469157;0,00000000;0,56757500;-0,56757500
3,10535824;0,00000000;0,56757500;-0,56757500
3,10602492;0,00000000;0,56757500;-0,56757500
3,10669159;0,00000000;0,56757500;-0,56757500
3,10735826;0,00000000;0,56757500;-0,56757500
3,10802493;0,00000000;0,56757500;-0,56757500
3,10869160;0,00000000;0,55705580;-0,55705580
3,10935828;0,00000000;0,56757500;-0,56757500
3,11002495;0,00000000;0,56757500;-0,56757500
3,11069162;0,00000000;0,56757500;-0,56757500
3,11135829;0,00000000;0,56757500;-0,56757500
3,11202496;0,00000000;0,56757500;-0,56757500
3,11269164;0,00000000;0,56757500;-0,56757500
3,11335831;0,00000000;0,56757500;-0,56757500
3,11402498;0,00000000;0,55705580;-0,55705580
3,11469165;0,00000000;0,56757500;-0,56757500
3,11535832;0,00000000;0,56757500;-0,56757500
3,11602500;0,00000000;0,55705580;-0,55705580
3,11669167;0,00000000;0,56757500;-0,56757500
3,11735834;0,00000000;0,56757500;-0,56757500
3,11802501;0,10549950;0,56757500;-0,46207550
3,11869168;0,00000000;0,56757500;-0,56757500
3,11935836;0,10549950;0,56757500;-0,46207550
3,12002503;0,00000000;0,55705580;-0,55705580
3,12069170;0,00000000;0,56757500;-0,56757500
3,12135837;0,10549950;0,56757500;-0,46207550
3,12202504;0,00000000;0,56757500;-0,56757500
3,12269172;0,00000000;0,56757500;-0,56757500
3,12335839;0,00000000;0,56757500;-0,56757500
3,12402506;0,00000000;0,56757500;-0,56757500
3,12469173;0,00000000;0,56757500;-0,56757500
3,12535840;0,00000000;0,56757500;-0,56757500
3,12602508;0,00000000;0,56757500;-0,56757500
3,12669175;0,00000000;0,56757500;-0,56757500
3,12735842;0,00000000;0,56757500;-0,56757500
3,12802509;0,00000000;0,54653670;-0,54653670
3,12869176;0,00000000;0,55705580;-0,55705580
3,12935844;0,00000000;0,56757500;-0,56757500
3,13002511;0,00000000;0,56757500;-0,56757500
3,13069178;0,00000000;0,56757500;-0,56757500
3,13135845;0,00000000;0,56757500;-0,56757500
3,13202512;0,00000000;0,56757500;-0,56757500
3,13269180;0,00000000;0,56757500;-0,56757500
3,13335847;0,00000000;0,56757500;-0,56757500
3,13402514;0,00000000;0,56757500;-0,56757500
3,13469181;0,00000000;0,56757500;-0,56757500
3,13535848;0,00000000;0,55705580;-0,55705580
3,13602516;0,00000000;0,56757500;-0,56757500
3,13669183;0,00000000;0,56757500;-0,56757500
3,13735850;0,00000000;0,56757500;-0,56757500
3,13802517;0,00000000;0,57806350;-0,57806350
3,13869184;0,10549950;0,56757500;-0,46207550
3,13935852;0,00000000;0,56757500;-0,56757500
3,14002519;0,00000000;0,56757500;-0,56757500
3,14069186;0,00000000;0,56757500;-0,56757500
3,14135853;0,00000000;0,56757500;-0,56757500
3,14202520;0,00000000;0,56757500;-0,56757500
3,14269188;0,00000000;0,56757500;-0,56757500
3,14335855;0,00000000;0,56757500;-0,56757500
3,14402522;0,00000000;0,56757500;-0,56757500
3,14469189;0,00000000;0,56757500;-0,56757500
3,14535857;0,00000000;0,56757500;-0,56757500
3,14602524;0,00000000;0,56757500;-0,56757500
3,14669191;0,00000000;0,56757500;-0,56757500
3,14735858;0,00000000;0,56757500;-0,56757500
3,14802525;0,00000000;0,56757500;-0,56757500
3,14869193;0,00000000;0,56757500;-0,56757500
3,14935860;0,00000000;0,56757500;-0,56757500
3,15002527;0,00000000;0,56757500;-0,56757500
3,15069194;0,00000000;0,56757500;-0,56757500
3,15135861;0,00000000;0,56757500;-0,56757500
3,15202529;0,00000000;0,57806350;-0,57806350
3,15269196;0,00000000;0,56757500;-0,56757500
3,15335863;0,00000000;0,56757500;-0,56757500
3,15402530;0,00000000;0,56757500;-0,56757500
3,15469197;0,00000000;0,56757500;-0,56757500
3,15535865;0,00000000;0,56757500;-0,56757500
3,15602532;0,00000000;0,56757500;-0,56757500
3,15669199;0,00000000;0,56757500;-0,56757500
3,15735866;0,00000000;0,55705580;-0,55705580
3,15802533;0,00000000;0,56757500;-0,56757500
3,15869201;0,00000000;0,56757500;-0,56757500
3,15935868;0,00000000;0,56757500;-0,56757500
3,16002535;0,00000000;0,56757500;-0,56757500
3,16069202;0,00000000;0,56757500;-0,56757500
3,16135869;0,00000000;0,56757500;-0,56757500
3,16202537;0,00000000;0,55705580;-0,55705580
3,16269204;0,00000000;0,56757500;-0,56757500
3,16335871;0,00000000;0,56757500;-0,56757500
3,16402538;0,00000000;0,56757500;-0,56757500
3,16469205;0,00000000;0,56757500;-0,56757500
3,16535873;0,00000000;0,56757500;-0,56757500
3,16602540;0,00000000;0,56757500;-0,56757500
3,16669207;0,00000000;0,56757500;-0,56757500
3,16735874;0,00000000;0,56757500;-0,56757500
3,16802541;0,00000000;0,56757500;-0,56757500
3,16869209;0,00000000;0,56757500;-0,56757500
3,16935876;0,00000000;0,57806350;-0,57806350
3,17002543;0,00000000;0,56757500;-0,56757500
3,17069210;0,00000000;0,56757500;-0,56757500
3,17135877;0,00000000;0,56757500;-0,56757500
3,17202545;0,00000000;0,56757500;-0,56757500
3,17269212;0,00000000;0,56757500;-0,56757500
3,17335879;0,00000000;0,57806350;-0,57806350
3,17402546;0,00000000;0,56757500;-0,56757500
3,17469213;0,00000000;0,56757500;-0,56757500
3,17535881;0,00000000;0,56757500;-0,56757500
3,17602548;0,00000000;0,56757500;-0,56757500
3,17669215;0,00000000;0,56757500;-0,56757500
3,17735882;0,00000000;0,56757500;-0,56757500
3,17802549;0,00000000;0,56757500;-0,56757500
3,17869217;0,00000000;0,56757500;-0,56757500
3,17935884;0,00000000;0,56757500;-0,56757500
3,18002551;0,00000000;0,56757500;-0,56757500
3,18069218;0,00000000;0,56757500;-0,56757500
3,18135885;0,00000000;0,56757500;-0,56757500
3,18202553;0,00000000;0,57806350;-0,57806350
3,18269220;0,00000000;0,56757500;-0,56757500
3,18335887;0,00000000;0,56757500;-0,56757500
3,18402554;0,00000000;0,56757500;-0,56757500
3,18469221;0,00000000;0,56757500;-0,56757500
3,18535889;0,00000000;0,56757500;-0,56757500
3,18602556;0,00000000;0,56757500;-0,56757500
3,18669223;0,00000000;0,56757500;-0,56757500
3,18735890;0,00000000;0,56757500;-0,56757500
3,18802557;0,00000000;0,56757500;-0,56757500
3,18869225;0,00000000;0,56757500;-0,56757500
3,18935892;0,00000000;0,56757500;-0,56757500
3,19002559;0,00000000;0,56757500;-0,56757500
3,19069226;0,00000000;0,56757500;-0,56757500
3,19135893;0,00000000;0,56757500;-0,56757500
3,19202561;0,00000000;0,56757500;-0,56757500
3,19269228;0,00000000;0,55705580;-0,55705580
3,19335895;0,00000000;0,56757500;-0,56757500
3,19402562;0,00000000;0,56757500;-0,56757500
3,19469229;0,00000000;0,55705580;-0,55705580
3,19535897;0,00000000;0,56757500;-0,56757500
3,19602564;0,00000000;0,56757500;-0,56757500
3,19669231;0,00000000;0,56757500;-0,56757500
3,19735898;0,00000000;0,56757500;-0,56757500
3,19802565;0,00000000;0,55705580;-0,55705580
3,19869233;0,00000000;0,56757500;-0,56757500
3,19935900;0,00000000;0,56757500;-0,56757500
3,20002567;0,00000000;0,56757500;-0,56757500
3,20069234;0,00000000;0,56757500;-0,56757500
3,20135901;0,00000000;0,56757500;-0,56757500
3,20202569;0,00000000;0,56757500;-0,56757500
3,20269236;0,00000000;0,56757500;-0,56757500
3,20335903;0,00000000;0,56757500;-0,56757500
3,20402570;0,00000000;0,56757500;-0,56757500
3,20469237;0,00000000;0,56757500;-0,56757500
3,20535905;0,00000000;0,56757500;-0,56757500
3,20602572;0,00000000;0,56757500;-0,56757500
3,20669239;0,00000000;0,56757500;-0,56757500
3,20735906;0,00000000;0,55705580;-0,55705580
3,20802573;0,00000000;0,56757500;-0,56757500
3,20869241;0,00000000;0,56757500;-0,56757500
3,20935908;0,00000000;0,56757500;-0,56757500
3,21002575;0,00000000;0,57806350;-0,57806350
3,21069242;0,00000000;0,57806350;-0,57806350
3,21135909;0,00000000;0,55705580;-0,55705580
3,21202577;0,00000000;0,56757500;-0,56757500
3,21269244;0,00000000;0,56757500;-0,56757500
3,21335911;0,00000000;0,56757500;-0,56757500
3,21402578;0,00000000;0,56757500;-0,56757500
3,21469245;0,00000000;0,56757500;-0,56757500
3,21535913;0,00000000;0,55705580;-0,55705580
3,21602580;0,00000000;0,56757500;-0,56757500
3,21669247;0,00000000;0,56757500;-0,56757500
3,21735914;0,00000000;0,56757500;-0,56757500
3,21802581;0,00000000;0,56757500;-0,56757500
3,21869249;0,00000000;0,56757500;-0,56757500
3,21935916;0,00000000;0,56757500;-0,56757500
3,22002583;0,10549950;0,56757500;-0,46207550
3,22069250;0,00000000;0,55705580;-0,55705580
3,22135917;0,00000000;0,56757500;-0,56757500
3,22202585;0,00000000;0,56757500;-0,56757500
3,22269252;0,00000000;0,56757500;-0,56757500
3,22335919;0,00000000;0,56757500;-0,56757500
3,22402586;0,00000000;0,56757500;-0,56757500
3,22469253;0,00000000;0,56757500;-0,56757500
3,22535921;0,00000000;0,56757500;-0,56757500
3,22602588;0,00000000;0,56757500;-0,56757500
3,22669255;0,00000000;0,56757500;-0,56757500
3,22735922;0,00000000;0,56757500;-0,56757500
3,22802589;0,00000000;0,56757500;-0,56757500
3,22869257;0,00000000;0,56757500;-0,56757500
3,22935924;0,00000000;0,56757500;-0,56757500
