# frequency(Hz) , input_amplitude(V) , output_amplitude(V)
7.720000000000000284e+01,1.296858336160138913e-03,5.518949105296297062e-05
7.729999999999999716e+01,1.570796327117790112e-05,6.676095668123828886e-07
7.740000000000000568e+01,1.293502124549349977e-03,5.490468027406697818e-05
7.750000000000000000e+01,1.570796327117879898e-05,6.658898035182830648e-07
7.759999999999999432e+01,1.290163233198992005e-03,5.462206758965360037e-05
7.770000000000000284e+01,1.570796327117887691e-05,6.641788697704642748e-07
7.779999999999999716e+01,1.286841528361883265e-03,5.434163044534253095e-05
7.790000000000000568e+01,1.570796327117879559e-05,6.624766978051522200e-07
7.800000000000000000e+01,1.283536877664366582e-03,5.406334657521323086e-05
7.809999999999999432e+01,1.570796327117875154e-05,6.607832205495856802e-07
7.820000000000000284e+01,1.280249150088728569e-03,5.378719399739063966e-05
7.829999999999999716e+01,1.570796327117910391e-05,6.590983716132641219e-07
7.840000000000000568e+01,1.276978215955874721e-03,5.351315100970880056e-05
7.850000000000000000e+01,1.570796327117924960e-05,6.574220852792562935e-07
7.859999999999999432e+01,1.273723946908284031e-03,5.324119618545241245e-05
7.870000000000000284e+01,1.570796327117928687e-05,6.557542964957553065e-07
7.879999999999999716e+01,1.270486215893211219e-03,5.297130836917292079e-05
7.890000000000000568e+01,1.570796327117905986e-05,6.540949408676530932e-07
7.900000000000000000e+01,1.267264897146152224e-03,5.270346667257916779e-05
7.909999999999999432e+01,1.570796327117915473e-05,6.524439546483236575e-07
7.920000000000000284e+01,1.264059866174560781e-03,5.243765047050033171e-05
7.929999999999999716e+01,1.570796327117896500e-05,6.508012747314073847e-07
7.940000000000000568e+01,1.260870999741798117e-03,5.217383939691935292e-05
7.950000000000000000e+01,1.570796327117838563e-05,6.491668386428692609e-07
7.959999999999999432e+01,1.257698175851349560e-03,5.191201334107685335e-05
7.970000000000000284e+01,1.570796327117908358e-05,6.475405845331581002e-07
7.979999999999999716e+01,1.254541273731256054e-03,5.165215244364238499e-05
7.990000000000000568e+01,1.570796327117853809e-05,6.459224511691855668e-07
8.000000000000000000e+01,1.251400173818787223e-03,5.139423709295270229e-05
8.009999999999999432e+01,1.570796327117867701e-05,6.443123779270236918e-07
8.020000000000000284e+01,1.248274757745342772e-03,5.113824792131553407e-05
8.029999999999999716e+01,1.570796327117864312e-05,6.427103047840610308e-07
8.040000000000000568e+01,1.245164908321605207e-03,5.088416580137857686e-05
8.050000000000000000e+01,1.570796327117843645e-05,6.411161723117193447e-07
8.059999999999999432e+01,1.242070509522849109e-03,5.063197184255870890e-05
8.070000000000000284e+01,1.570796327117917506e-05,6.395299216681404238e-07
8.079999999999999716e+01,1.238991446474543802e-03,5.038164738753591075e-05
8.090000000000000568e+01,1.570796327117821622e-05,6.379514945907709490e-07
8.100000000000000000e+01,1.235927605438122542e-03,5.013317400880584794e-05
8.109999999999999432e+01,1.570796327117883625e-05,6.363808333896481680e-07
8.120000000000000284e+01,1.232878873796975066e-03,4.988653350529201704e-05
8.129999999999999716e+01,1.570796327117895144e-05,6.348178809399345699e-07
8.140000000000000568e+01,1.229845140042652848e-03,4.964170789901654023e-05
8.150000000000000000e+01,1.570796327117813152e-05,6.332625806753020292e-07
8.159999999999999432e+01,1.226826293761267570e-03,4.939867943182721643e-05
8.170000000000000284e+01,1.570796327117901243e-05,6.317148765811849757e-07
8.179999999999999716e+01,1.223822225620094066e-03,4.915743056218074771e-05
8.190000000000000568e+01,1.570796327117966973e-05,6.301747131877709861e-07
8.200000000000000000e+01,1.220832827354370598e-03,4.891794396198089400e-05
8.209999999999999432e+01,1.570796327117828059e-05,6.286420355635837673e-07
8.220000000000000284e+01,1.217857991754292112e-03,4.868020251347012650e-05
8.229999999999999716e+01,1.570796327117881592e-05,6.271167893092003963e-07
8.240000000000000568e+01,1.214897612652188468e-03,4.844418930617392575e-05
8.250000000000000000e+01,1.570796327117648488e-05,6.255989205502552508e-07
8.259999999999999432e+01,1.211951584909893914e-03,4.820988763389682342e-05
8.270000000000000284e+01,1.570796327118140784e-05,6.240883759320588094e-07
8.279999999999999716e+01,1.209019804406301097e-03,4.797728099176910328e-05
8.290000000000000568e+01,1.570796327117902598e-05,6.225851026117933016e-07
8.300000000000000000e+01,1.206102168025086595e-03,4.774635307334305033e-05
8.309999999999999432e+01,1.570796327117856859e-05,6.210890482542958600e-07
8.320000000000000284e+01,1.203198573642627481e-03,4.751708776773828712e-05
8.329999999999999716e+01,1.570796327117820944e-05,6.196001610246188186e-07
8.340000000000000568e+01,1.200308920116077054e-03,4.728946915683432709e-05
8.350000000000000000e+01,1.570796327117874816e-05,6.181183895826065837e-07
8.359999999999999432e+01,1.197433107271622492e-03,4.706348151251052111e-05
8.370000000000000284e+01,1.570796327117931736e-05,6.166436830768427372e-07
8.379999999999999716e+01,1.194571035892906226e-03,4.683910929393170312e-05
8.390000000000000568e+01,1.570796327117901243e-05,6.151759911389150936e-07
8.400000000000000000e+01,1.191722607709615796e-03,4.661633714487920964e-05
8.409999999999999432e+01,1.570796327117897516e-05,6.137152638777811311e-07
8.420000000000000284e+01,1.188887725386233085e-03,4.639514989112583659e-05
8.429999999999999716e+01,1.570796327117870072e-05,6.122614518739870979e-07
8.440000000000000568e+01,1.186066292510946397e-03,4.617553253785461819e-05
8.450000000000000000e+01,1.570796327117814507e-05,6.108145061741938495e-07
8.459999999999999432e+01,1.183258213584717370e-03,4.595747026711967967e-05
8.470000000000000284e+01,1.570796327117832125e-05,6.093743782857230157e-07
8.479999999999999716e+01,1.180463394010508116e-03,4.574094843534954328e-05
8.490000000000000568e+01,1.570796327117855503e-05,6.079410201710491688e-07
8.500000000000000000e+01,1.177681740082650846e-03,4.552595257089081407e-05
8.509999999999999432e+01,1.570796327117864651e-05,6.065143842425588071e-07
8.520000000000000284e+01,1.174913158976375986e-03,4.531246837159250970e-05
8.529999999999999716e+01,1.570796327117858214e-05,6.050944233572877394e-07
8.540000000000000568e+01,1.172157558737497085e-03,4.510048170243037015e-05
8.550000000000000000e+01,1.570796327117849066e-05,6.036810908117429605e-07
8.559999999999999432e+01,1.169414848272205430e-03,4.488997859316828790e-05
8.570000000000000284e+01,1.570796327118016778e-05,6.022743403368560294e-07
8.579999999999999716e+01,1.166684937337048771e-03,4.468094523605975184e-05
8.590000000000000568e+01,1.570796327117696600e-05,6.008741260925611051e-07
8.600000000000000000e+01,1.163967736529023444e-03,4.447336798358527999e-05
8.609999999999999432e+01,1.570796327117857197e-05,5.994804026637791635e-07
8.620000000000000284e+01,1.161263157275817422e-03,4.426723334622723006e-05
8.629999999999999716e+01,1.570796327117845339e-05,5.980931250542765851e-07
8.640000000000000568e+01,1.158571111826183246e-03,4.406252799028015832e-05
8.650000000000000000e+01,1.570796327117891079e-05,5.967122486827956969e-07
8.659999999999999432e+01,1.155891513240445839e-03,4.385923873569674700e-05
8.670000000000000284e+01,1.570796327117899210e-05,5.953377293778303785e-07
8.679999999999999716e+01,1.153224275381140203e-03,4.365735255396809423e-05
8.690000000000000568e+01,1.570796327117864312e-05,5.939695233730889307e-07
8.700000000000000000e+01,1.150569312903781602e-03,4.345685656603836633e-05
8.709999999999999432e+01,1.570796327117676949e-05,5.926075873027884895e-07
8.720000000000000284e+01,1.147926541247762606e-03,4.325773804025268769e-05
8.729999999999999716e+01,1.570796327118300704e-05,5.912518781975302937e-07
8.740000000000000568e+01,1.145295876627371338e-03,4.305998439033780070e-05
8.750000000000000000e+01,1.570796327117340846e-05,5.899023534781236493e-07
8.759999999999999432e+01,1.142677236022937234e-03,4.286358317341491965e-05
8.770000000000000284e+01,1.570796327118417256e-05,5.885589709546691230e-07
8.779999999999999716e+01,1.140070537172096056e-03,4.266852208804427051e-05
8.790000000000000568e+01,1.570796327117498394e-05,5.872216888170377855e-07
8.800000000000000000e+01,1.137475698561172437e-03,4.247478897230055748e-05
8.809999999999999432e+01,1.570796327118108258e-05,5.858904656362522990e-07
8.820000000000000284e+01,1.134892639416684940e-03,4.228237180187905157e-05
8.829999999999999716e+01,1.570796327117857197e-05,5.845652603551750601e-07
8.840000000000000568e+01,1.132321279696962141e-03,4.209125868823149468e-05
8.850000000000000000e+01,1.570796327117852793e-05,5.832460322878172333e-07
8.859999999999999432e+01,1.129761540083871682e-03,4.190143787673127719e-05
8.870000000000000284e+01,1.570796327117931059e-05,5.819327411134090963e-07
8.879999999999999716e+01,1.127213341974663604e-03,4.171289774486767885e-05
8.890000000000000568e+01,1.570796327117882270e-05,5.806253468727570573e-07
8.900000000000000000e+01,1.124676607473927515e-03,4.152562680046848202e-05
8.909999999999999432e+01,1.570796327117867701e-05,5.793238099643588444e-07
8.920000000000000284e+01,1.122151259385649512e-03,4.133961367995023196e-05
8.929999999999999716e+01,1.570796327118059130e-05,5.780280911402815257e-07
8.940000000000000568e+01,1.119637221205378600e-03,4.115484714659568350e-05
8.950000000000000000e+01,1.570796327117723027e-05,5.767381515018894984e-07
8.959999999999999432e+01,1.117134417112506306e-03,4.097131608885871198e-05
8.970000000000000284e+01,1.570796327117846355e-05,5.754539524969303779e-07
8.979999999999999716e+01,1.114642771962636282e-03,4.078900951869486547e-05
8.990000000000000568e+01,1.570796327117917167e-05,5.741754559145179158e-07
9.000000000000000000e+01,1.112162211280067099e-03,4.060791656991837164e-05
9.009999999999999432e+01,1.570796327117936818e-05,5.729026238820952811e-07
9.020000000000000284e+01,1.109692661250372180e-03,4.042802649658439962e-05
9.029999999999999716e+01,1.570796327117840596e-05,5.716354188614907448e-07
9.040000000000000568e+01,1.107234048713061922e-03,4.024932867139574365e-05
9.050000000000000000e+01,1.570796327117914457e-05,5.703738036453887298e-07
9.059999999999999432e+01,1.104786301154380476e-03,4.007181258413548684e-05
9.070000000000000284e+01,1.570796327117934108e-05,5.691177413533862364e-07
9.079999999999999716e+01,1.102349346700161499e-03,3.989546784012234511e-05
9.090000000000000568e+01,1.570796327117883625e-05,5.678671954286682385e-07
9.100000000000000000e+01,1.099923114108793424e-03,3.972028415869034474e-05
9.109999999999999432e+01,1.570796327117814168e-05,5.666221296344202870e-07
9.120000000000000284e+01,1.097507532764276008e-03,3.954625137169178302e-05
9.129999999999999716e+01,1.570796327117867023e-05,5.653825080503451930e-07
9.140000000000000568e+01,1.095102532669370342e-03,3.937335942202299801e-05
9.150000000000000000e+01,1.570796327117831786e-05,5.641482950690582670e-07
9.159999999999999432e+01,1.092708044438836469e-03,3.920159836217268951e-05
9.170000000000000284e+01,1.570796327117911069e-05,5.629194553929625087e-07
9.179999999999999716e+01,1.090323999292755778e-03,3.903095835279208681e-05
9.190000000000000568e+01,1.570796327117895822e-05,5.616959540305957775e-07
9.200000000000000000e+01,1.087950329049948385e-03,3.886142966128720708e-05
9.209999999999999432e+01,1.570796327117861263e-05,5.604777562935686621e-07
9.220000000000000284e+01,1.085586966121470515e-03,3.869300266043208618e-05
9.229999999999999716e+01,1.570796327117884641e-05,5.592648277931907487e-07
9.240000000000000568e+01,1.083233843504197982e-03,3.852566782700326674e-05
9.250000000000000000e+01,1.570796327117679320e-05,5.580571344371167939e-07
9.259999999999999432e+01,1.080890894774490978e-03,3.835941574043453362e-05
9.270000000000000284e+01,1.570796327118085219e-05,5.568546424266859824e-07
9.279999999999999716e+01,1.078558054081947765e-03,3.819423708149233737e-05
9.290000000000000568e+01,1.570796327117847033e-05,5.556573182526367874e-07
9.300000000000000000e+01,1.076235256143229929e-03,3.803012263097076714e-05
9.309999999999999432e+01,1.570796327117951387e-05,5.544651286935390066e-07
9.320000000000000284e+01,1.073922436235973717e-03,3.786706326840620195e-05
9.329999999999999716e+01,1.570796327117831109e-05,5.532780408113832619e-07
9.340000000000000568e+01,1.071619530192777702e-03,3.770504997081131489e-05
9.350000000000000000e+01,1.570796327117901243e-05,5.520960219494532523e-07
9.359999999999999432e+01,1.069326474395263090e-03,3.754407381142758329e-05
9.370000000000000284e+01,1.570796327117986285e-05,5.509190397287836743e-07
9.379999999999999716e+01,1.067043205768220112e-03,3.738412595849689452e-05
9.390000000000000568e+01,1.570796327117871766e-05,5.497470620454052466e-07
9.400000000000000000e+01,1.064769661773821421e-03,3.722519767405105452e-05
9.409999999999999432e+01,1.570796327117861602e-05,5.485800570676272175e-07
9.420000000000000284e+01,1.062505780405908562e-03,3.706728031271927385e-05
9.429999999999999716e+01,1.570796327117881931e-05,5.474179932328507202e-07
9.440000000000000568e+01,1.060251500184358243e-03,3.691036532055357695e-05
9.450000000000000000e+01,1.570796327117867701e-05,5.462608392448626091e-07
9.459999999999999432e+01,1.058006760149513654e-03,3.675444423387107750e-05
9.470000000000000284e+01,1.570796327117910052e-05,5.451085640710875786e-07
9.479999999999999716e+01,1.055771499856686911e-03,3.659950867811380431e-05
9.490000000000000568e+01,1.570796327117908019e-05,5.439611369396966046e-07
9.500000000000000000e+01,1.053545659370735445e-03,3.644555036672495965e-05
9.509999999999999432e+01,1.570796327117903615e-05,5.428185273369928950e-07
9.520000000000000284e+01,1.051329179260709294e-03,3.629256110004211146e-05
9.529999999999999716e+01,1.570796327117906664e-05,5.416807050046511972e-07
9.540000000000000568e+01,1.049122000594539163e-03,3.614053276420542887e-05
9.550000000000000000e+01,1.570796327117915473e-05,5.405476399370601267e-07
9.559999999999999432e+01,1.046924064933840064e-03,3.598945733008375285e-05
9.570000000000000284e+01,1.570796327117936141e-05,5.394193023787000709e-07
9.579999999999999716e+01,1.044735314328739013e-03,3.583932685221476145e-05
9.590000000000000568e+01,1.570796327117859230e-05,5.382956628214994927e-07
9.600000000000000000e+01,1.042555691312776686e-03,3.569013346776094415e-05
9.609999999999999432e+01,1.570796327117875832e-05,5.371766920024120993e-07
9.620000000000000284e+01,1.040385138897887557e-03,3.554186939548125638e-05
9.629999999999999716e+01,1.570796327117849066e-05,5.360623609006686435e-07
9.640000000000000568e+01,1.038223600569424714e-03,3.539452693471705169e-05
9.650000000000000000e+01,1.570796327117835174e-05,5.349526407354498067e-07
9.659999999999999432e+01,1.036071020281257530e-03,3.524809846439301656e-05
9.670000000000000284e+01,1.570796327117892773e-05,5.338475029633509232e-07
9.679999999999999716e+01,1.033927342450923327e-03,3.510257644203236245e-05
9.690000000000000568e+01,1.570796327117897516e-05,5.327469192758764570e-07
9.700000000000000000e+01,1.031792511954849299e-03,3.495795340278650554e-05
9.709999999999999432e+01,1.570796327117831786e-05,5.316508615971273898e-07
9.720000000000000284e+01,1.029666474123615847e-03,3.481422195847810918e-05
9.729999999999999716e+01,1.570796327117854826e-05,5.305593020814425521e-07
9.740000000000000568e+01,1.027549174737301231e-03,3.467137479665859378e-05
9.750000000000000000e+01,1.570796327117903276e-05,5.294722131109106758e-07
9.759999999999999432e+01,1.025440560020858755e-03,3.452940467967835210e-05
9.770000000000000284e+01,1.570796327117838224e-05,5.283895672930967457e-07
9.779999999999999716e+01,1.023340576639575035e-03,3.438830444377105920e-05
9.790000000000000568e+01,1.570796327117928687e-05,5.273113374589098058e-07
9.800000000000000000e+01,1.021249171694564280e-03,3.424806699815034907e-05
9.809999999999999432e+01,1.570796327117901921e-05,5.262374966600137917e-07
9.820000000000000284e+01,1.019166292718328695e-03,3.410868532411974566e-05
9.829999999999999716e+01,1.570796327117877526e-05,5.251680181669037068e-07
9.840000000000000568e+01,1.017091887670368332e-03,3.397015247419502828e-05
9.850000000000000000e+01,1.570796327117893112e-05,5.241028754665329769e-07
9.859999999999999432e+01,1.015025904932848619e-03,3.383246157123917384e-05
9.870000000000000284e+01,1.570796327117974088e-05,5.230420422601486462e-07
9.879999999999999716e+01,1.012968293306316459e-03,3.369560580760948948e-05
9.890000000000000568e+01,1.570796327117891417e-05,5.219854924610554219e-07
9.900000000000000000e+01,1.010919002005470540e-03,3.355957844431680032e-05
9.909999999999999432e+01,1.570796327117869056e-05,5.209332001927132380e-07
9.920000000000000284e+01,1.008877980654978700e-03,3.342437281019622445e-05
9.929999999999999716e+01,1.570796327117868039e-05,5.198851397863939389e-07
9.940000000000000568e+01,1.006845179285355578e-03,3.328998230109013175e-05
9.950000000000000000e+01,1.570796327117847033e-05,5.188412857791846108e-07
9.959999999999999432e+01,1.004820548328878849e-03,3.315640037904205316e-05
9.970000000000000284e+01,1.570796327117907003e-05,5.178016129119775727e-07
9.979999999999999716e+01,1.002804038615569228e-03,3.302362057150242124e-05
9.990000000000000568e+01,1.570796327117861602e-05,5.167660961272956193e-07
1.000000000000000000e+02,1.000795601369171544e-03,3.289163647054383141e-05
