frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg
1.051660008744395247e+00,4.716357663212010498e-02,8.108401143983402781e-02,-1.496898921029118590e+01,-1.395713440843790920e+01,1.011854801853276697e+00,5.797500962623894338e+01
1.063091095795964725e+00,5.012202535526693453e-02,8.475905327522169352e-02,-1.565335609462107769e+01,-1.463011401179163151e+01,1.023242082829445732e+00,5.862745276630303692e+01
1.074522182847534202e+00,5.276470876188454895e-02,8.715242698485982376e-02,-1.632072458177675500e+01,-1.530664599580693519e+01,1.014078585969820034e+00,5.810242307066511103e+01
1.085953269899103901e+00,5.468847687357531601e-02,8.969413723000776995e-02,-1.694427954675070325e+01,-1.595987554125976615e+01,9.844040054909376503e-01,5.640219485040384484e+01
1.097384356950673379e+00,5.564721877882532891e-02,9.159325777557830728e-02,-1.757644926510541694e+01,-1.663313982138653557e+01,9.433094437188825898e-01,5.404764989992543178e+01
1.108815444002242856e+00,5.467670223000830471e-02,9.252933252386491558e-02,-1.823739726993701282e+01,-1.733078918601026430e+01,9.066080839267484093e-01,5.194481688144500708e+01
1.120246531053812333e+00,5.190017915479849114e-02,9.149306286156168311e-02,-1.895030303740228561e+01,-1.806941557814014843e+01,8.808874592621382948e-01,5.047113364172275851e+01
1.131677618105381811e+00,4.814896119063900859e-02,8.902170039049045469e-02,-1.970540898901867166e+01,-1.882613224582719269e+01,8.792767431914786380e-01,5.037884640888006516e+01
1.143108705156951288e+00,4.693138708957393657e-02,9.002959572583431325e-02,-2.051152331034757026e+01,-1.960955250016178653e+01,9.019708101857841775e-01,5.167912066764091605e+01
1.154539792208520987e+00,4.839333874222415816e-02,9.280884788449193790e-02,-2.134670991056555067e+01,-2.041392707154862762e+01,9.327828390169218276e-01,5.344451987790051817e+01
1.165970879260090465e+00,5.156696390640104488e-02,9.698176753879814149e-02,-2.216864802043523497e+01,-2.123070619478571430e+01,9.379418256495215545e-01,5.374010803851288642e+01
1.177401966311659942e+00,5.373753249153433859e-02,9.867863411034176468e-02,-2.295704264180920973e+01,-2.203620059646507556e+01,9.208420453441366060e-01,5.276036279641340343e+01
1.188833053363229419e+00,5.484438428285285522e-02,1.002065739120406029e-01,-2.371829001602563025e+01,-2.283980862231384990e+01,8.784813937117789129e-01,5.033327624045534776e+01
1.200264140414798897e+00,5.396796393298779887e-02,1.007005593094684320e-01,-2.450253214044788308e+01,-2.366491126970542425e+01,8.376208707424587230e-01,4.799214072561593980e+01
1.211695227466368374e+00,5.128212344255910632e-02,9.979367970542124544e-02,-2.534373130759129467e+01,-2.453639792746268000e+01,8.073333801286157740e-01,4.625679534140064675e+01
1.223126314517938074e+00,4.811170035465418826e-02,9.816701574298769550e-02,-2.626306036094125673e+01,-2.545172595743908062e+01,8.113344035021764489e-01,4.648603709443887055e+01
1.234557401569507551e+00,4.732569514725605553e-02,9.901457376913645747e-02,-2.720436388182898213e+01,-2.636272251233274844e+01,8.416413694962362468e-01,4.822249833574500144e+01
1.245988488621077028e+00,4.997785792693741624e-02,1.032243430121388139e-01,-2.814845447676525936e+01,-2.728692852178250661e+01,8.615259549827528618e-01,4.936180116148949537e+01
1.257419575672646506e+00,5.353973541033459072e-02,1.075719490626748653e-01,-2.906166864274890216e+01,-2.821295144432300717e+01,8.487171984258969903e-01,4.862791346997113351e+01
1.268850662724215983e+00,5.518501178930974860e-02,1.098139094809932603e-01,-2.995847760311517760e+01,-2.915008585485949055e+01,8.083917482556866041e-01,4.631743536825297269e+01
1.280281749775785460e+00,5.321209708435874208e-02,1.081723953514228259e-01,-3.085746339159443963e+01,-3.009374565884796837e+01,7.637177327464691468e-01,4.375780282567282597e+01
1.291712836827355160e+00,5.020831145095513981e-02,1.068313830752068844e-01,-3.180582983995989110e+01,-3.106930881869988426e+01,7.365210212600077355e-01,4.219954604086362338e+01
1.303143923878924637e+00,4.821805924878764388e-02,1.074588652881895146e-01,-3.283788583281420159e+01,-3.208769204201636427e+01,7.501937907978359910e-01,4.298293802963621602e+01
1.314575010930494114e+00,4.925615517395331294e-02,1.103571192401552603e-01,-3.391467856061876063e+01,-3.313228832370522525e+01,7.823902369135313783e-01,4.482765850738593372e+01
1.326006097982063592e+00,5.168173168361262643e-02,1.125639510037416691e-01,-3.496432510358220469e+01,-3.417604982228083088e+01,7.882752813013701454e-01,4.516484671305624943e+01
1.337437185033633069e+00,5.395163445136033631e-02,1.148748486829738735e-01,-3.594754189941867395e+01,-3.519226066912423079e+01,7.552812302944448275e-01,4.327442684132006434e+01
1.348868272085202547e+00,5.379197201146760504e-02,1.158758768637862258e-01,-3.693821603387045371e+01,-3.623312556376176730e+01,7.050904701086871951e-01,4.039870811212290391e+01
1.360299359136772246e+00,5.117022124179679970e-02,1.152962689621615106e-01,-3.798829070236156724e+01,-3.731815029516369009e+01,6.701404071978754873e-01,3.839621701361667760e+01
1.371730446188341723e+00,4.844370373557230908e-02,1.143611476746544675e-01,-3.913009515714678344e+01,-3.844919184515804744e+01,6.809033119887318852e-01,3.901288603343388672e+01
1.383161533239911201e+00,4.878336237156275651e-02,1.156239777656684203e-01,-4.028521842194401614e+01,-3.957161749047822497e+01,7.136009314657900671e-01,4.088632162959407879e+01
1.394592620291480678e+00,5.219494721573107038e-02,1.202051034472951946e-01,-4.140923884524416110e+01,-4.069299676588126147e+01,7.162420793629041826e-01,4.103764825716856990e+01
1.406023707343050155e+00,5.446964182817506939e-02,1.230847786061652210e-01,-4.249764973242935184e+01,-4.182157244211865788e+01,6.760772903106903042e-01,3.873637535944345700e+01
1.417454794394619633e+00,5.320505661659332558e-02,1.228185490234329907e-01,-4.360687104918899593e+01,-4.297900861797144501e+01,6.278624312175470346e-01,3.597386742358838774e+01
1.428885881446189332e+00,4.927526043761870644e-02,1.194248552764681226e-01,-4.477786130490039795e+01,-4.416856036165498267e+01,6.093009432454136176e-01,3.491037250130230518e+01
1.440316968497758809e+00,4.833476719702388402e-02,1.208917387380149672e-01,-4.601593462654305000e+01,-4.537994670544571107e+01,6.359879210973387043e-01,3.643942370017671806e+01
1.451748055549328287e+00,5.125033313197095708e-02,1.252986764594012092e-01,-4.725484543171868523e+01,-4.659988957610958948e+01,6.549558556090925299e-01,3.752620629378074568e+01
